# x0 = y0, u0, v0, t, x, u, v, delta0.05,	0.05,	0.05,	2.2262,	0.0137983,	-0.0406399,	0.0452796,	1.86803e-07
0.22,	0.1,	0.46,	8,	0.22,	-0.1,	0.46,	0
0.22,	0.11,	0.46,	8,	0.22,	-0.11,	0.46,	0
0.22,	0.12,	0.46,	8,	0.22,	-0.12,	0.46,	0
0.22,	0.13,	0.46,	8,	0.22,	-0.13,	0.46,	0
0.22,	0.14,	0.46,	8,	0.22,	-0.14,	0.46,	0
0.22,	0.15,	0.46,	8,	0.22,	-0.15,	0.46,	0
0.22,	0.16,	0.46,	8,	0.22,	-0.16,	0.46,	0
0.22,	0.17,	0.46,	8,	0.22,	-0.17,	0.46,	0
0.22,	0.18,	0.46,	8,	0.22,	-0.18,	0.46,	0
0.22,	0.19,	0.46,	8,	0.22,	-0.19,	0.46,	0
0.22,	0.2,	0.46,	8,	0.22,	-0.2,	0.46,	0
0.22,	0.21,	0.46,	8,	0.22,	-0.21,	0.46,	0
0.22,	0.22,	0.46,	8,	0.22,	-0.22,	0.46,	0
0.22,	0.23,	0.46,	8,	0.22,	-0.23,	0.46,	0
0.22,	0.24,	0.46,	8,	0.22,	-0.24,	0.46,	0
0.22,	0.25,	0.46,	8,	0.22,	-0.25,	0.46,	0
0.22,	0.26,	0.46,	8,	0.22,	-0.26,	0.46,	0
0.22,	0.27,	0.46,	8,	0.22,	-0.27,	0.46,	0
0.22,	0.28,	0.46,	8,	0.22,	-0.28,	0.46,	0
0.22,	0.29,	0.46,	8,	0.22,	-0.29,	0.46,	0
0.22,	0.3,	0.46,	8,	0.22,	-0.3,	0.46,	0
0.22,	0.31,	0.46,	8,	0.22,	-0.31,	0.46,	0
0.22,	0.32,	0.46,	8,	0.22,	-0.32,	0.46,	0
0.22,	0.33,	0.46,	8,	0.22,	-0.33,	0.46,	0
0.22,	0.34,	0.46,	8,	0.22,	-0.34,	0.46,	0
0.22,	0.35,	0.46,	8,	0.22,	-0.35,	0.46,	0
0.22,	0.36,	0.46,	8,	0.22,	-0.36,	0.46,	0
0.22,	0.37,	0.46,	8,	0.22,	-0.37,	0.46,	0
0.22,	0.38,	0.46,	8,	0.22,	-0.38,	0.46,	0
0.22,	0.39,	0.46,	8,	0.22,	-0.39,	0.46,	0
0.22,	0.4,	0.46,	8,	0.22,	-0.4,	0.46,	0
0.22,	0.41,	0.46,	8,	0.22,	-0.41,	0.46,	0
0.22,	0.42,	0.46,	8,	0.22,	-0.42,	0.46,	0
0.22,	0.43,	0.46,	8,	0.22,	-0.43,	0.46,	0
0.22,	0.44,	0.46,	8,	0.22,	-0.44,	0.46,	0
0.22,	0.45,	0.46,	8,	0.22,	-0.45,	0.46,	0
0.22,	0.46,	0.46,	8,	0.22,	-0.46,	0.46,	0
0.22,	0.47,	0.46,	8,	0.22,	-0.47,	0.46,	0
0.22,	0.48,	0.46,	8,	0.22,	-0.48,	0.46,	0
0.22,	0.49,	0.46,	8,	0.22,	-0.49,	0.46,	0
0.22,	0.05,	0.47,	8,	0.22,	-0.05,	0.47,	0
0.22,	0.06,	0.47,	8,	0.22,	-0.06,	0.47,	0
0.22,	0.07,	0.47,	8,	0.22,	-0.07,	0.47,	0
0.22,	0.08,	0.47,	8,	0.22,	-0.08,	0.47,	0
0.22,	0.09,	0.47,	8,	0.22,	-0.09,	0.47,	0
0.22,	0.1,	0.47,	8,	0.22,	-0.1,	0.47,	0
0.22,	0.11,	0.47,	8,	0.22,	-0.11,	0.47,	0
0.22,	0.12,	0.47,	8,	0.22,	-0.12,	0.47,	0
0.22,	0.13,	0.47,	8,	0.22,	-0.13,	0.47,	0
0.22,	0.14,	0.47,	8,	0.22,	-0.14,	0.47,	0
0.22,	0.15,	0.47,	8,	0.22,	-0.15,	0.47,	0
0.22,	0.16,	0.47,	8,	0.22,	-0.16,	0.47,	0
0.22,	0.17,	0.47,	8,	0.22,	-0.17,	0.47,	0
0.22,	0.18,	0.47,	8,	0.22,	-0.18,	0.47,	0
0.22,	0.19,	0.47,	8,	0.22,	-0.19,	0.47,	0
0.22,	0.2,	0.47,	8,	0.22,	-0.2,	0.47,	0
0.22,	0.21,	0.47,	8,	0.22,	-0.21,	0.47,	0
0.22,	0.22,	0.47,	8,	0.22,	-0.22,	0.47,	0
0.22,	0.23,	0.47,	8,	0.22,	-0.23,	0.47,	0
0.22,	0.24,	0.47,	8,	0.22,	-0.24,	0.47,	0
0.22,	0.25,	0.47,	8,	0.22,	-0.25,	0.47,	0
0.22,	0.26,	0.47,	8,	0.22,	-0.26,	0.47,	0
0.22,	0.27,	0.47,	8,	0.22,	-0.27,	0.47,	0
0.22,	0.28,	0.47,	8,	0.22,	-0.28,	0.47,	0
0.22,	0.29,	0.47,	8,	0.22,	-0.29,	0.47,	0
0.22,	0.3,	0.47,	8,	0.22,	-0.3,	0.47,	0
0.22,	0.31,	0.47,	8,	0.22,	-0.31,	0.47,	0
0.22,	0.32,	0.47,	8,	0.22,	-0.32,	0.47,	0
0.22,	0.33,	0.47,	8,	0.22,	-0.33,	0.47,	0
0.22,	0.34,	0.47,	8,	0.22,	-0.34,	0.47,	0
0.22,	0.35,	0.47,	8,	0.22,	-0.35,	0.47,	0
0.22,	0.36,	0.47,	8,	0.22,	-0.36,	0.47,	0
0.22,	0.37,	0.47,	8,	0.22,	-0.37,	0.47,	0
0.22,	0.38,	0.47,	8,	0.22,	-0.38,	0.47,	0
0.22,	0.39,	0.47,	8,	0.22,	-0.39,	0.47,	0
0.22,	0.4,	0.47,	8,	0.22,	-0.4,	0.47,	0
0.22,	0.41,	0.47,	8,	0.22,	-0.41,	0.47,	0
0.22,	0.42,	0.47,	8,	0.22,	-0.42,	0.47,	0
0.22,	0.43,	0.47,	8,	0.22,	-0.43,	0.47,	0
0.22,	0.44,	0.47,	8,	0.22,	-0.44,	0.47,	0
0.22,	0.45,	0.47,	8,	0.22,	-0.45,	0.47,	0
0.22,	0.46,	0.47,	8,	0.22,	-0.46,	0.47,	0
0.22,	0.47,	0.47,	8,	0.22,	-0.47,	0.47,	0
0.22,	0.48,	0.47,	8,	0.22,	-0.48,	0.47,	0
0.22,	0.49,	0.47,	8,	0.22,	-0.49,	0.47,	0
0.22,	0.05,	0.48,	8,	0.22,	-0.05,	0.48,	0
0.22,	0.06,	0.48,	8,	0.22,	-0.06,	0.48,	0
0.22,	0.07,	0.48,	8,	0.22,	-0.07,	0.48,	0
0.22,	0.08,	0.48,	8,	0.22,	-0.08,	0.48,	0
0.22,	0.09,	0.48,	8,	0.22,	-0.09,	0.48,	0
0.22,	0.1,	0.48,	8,	0.22,	-0.1,	0.48,	0
0.22,	0.11,	0.48,	8,	0.22,	-0.11,	0.48,	0
0.22,	0.12,	0.48,	8,	0.22,	-0.12,	0.48,	0
0.22,	0.13,	0.48,	8,	0.22,	-0.13,	0.48,	0
0.22,	0.14,	0.48,	8,	0.22,	-0.14,	0.48,	0
0.22,	0.15,	0.48,	8,	0.22,	-0.15,	0.48,	0
0.22,	0.16,	0.48,	8,	0.22,	-0.16,	0.48,	0
0.22,	0.17,	0.48,	8,	0.22,	-0.17,	0.48,	0
0.22,	0.18,	0.48,	8,	0.22,	-0.18,	0.48,	0
0.22,	0.19,	0.48,	8,	0.22,	-0.19,	0.48,	0
0.22,	0.2,	0.48,	8,	0.22,	-0.2,	0.48,	0
0.22,	0.21,	0.48,	8,	0.22,	-0.21,	0.48,	0
0.22,	0.22,	0.48,	8,	0.22,	-0.22,	0.48,	0
0.22,	0.23,	0.48,	8,	0.22,	-0.23,	0.48,	0
0.22,	0.24,	0.48,	8,	0.22,	-0.24,	0.48,	0
0.22,	0.25,	0.48,	8,	0.22,	-0.25,	0.48,	0
0.22,	0.26,	0.48,	8,	0.22,	-0.26,	0.48,	0
0.22,	0.27,	0.48,	8,	0.22,	-0.27,	0.48,	0
0.22,	0.28,	0.48,	8,	0.22,	-0.28,	0.48,	0
0.22,	0.29,	0.48,	8,	0.22,	-0.29,	0.48,	0
0.22,	0.3,	0.48,	8,	0.22,	-0.3,	0.48,	0
0.22,	0.31,	0.48,	8,	0.22,	-0.31,	0.48,	0
0.22,	0.32,	0.48,	8,	0.22,	-0.32,	0.48,	0
0.22,	0.33,	0.48,	8,	0.22,	-0.33,	0.48,	0
0.22,	0.34,	0.48,	8,	0.22,	-0.34,	0.48,	0
0.22,	0.35,	0.48,	8,	0.22,	-0.35,	0.48,	0
0.22,	0.36,	0.48,	8,	0.22,	-0.36,	0.48,	0
0.22,	0.37,	0.48,	8,	0.22,	-0.37,	0.48,	0
0.22,	0.38,	0.48,	8,	0.22,	-0.38,	0.48,	0
0.22,	0.39,	0.48,	8,	0.22,	-0.39,	0.48,	0
0.22,	0.4,	0.48,	8,	0.22,	-0.4,	0.48,	0
0.22,	0.41,	0.48,	8,	0.22,	-0.41,	0.48,	0
0.22,	0.42,	0.48,	8,	0.22,	-0.42,	0.48,	0
0.22,	0.43,	0.48,	8,	0.22,	-0.43,	0.48,	0
0.22,	0.44,	0.48,	8,	0.22,	-0.44,	0.48,	0
0.22,	0.45,	0.48,	8,	0.22,	-0.45,	0.48,	0
0.22,	0.46,	0.48,	8,	0.22,	-0.46,	0.48,	0
0.22,	0.47,	0.48,	8,	0.22,	-0.47,	0.48,	0
0.22,	0.48,	0.48,	8,	0.22,	-0.48,	0.48,	0
0.22,	0.49,	0.48,	8,	0.22,	-0.49,	0.48,	0
0.22,	0.05,	0.49,	8,	0.22,	-0.05,	0.49,	0
0.22,	0.06,	0.49,	8,	0.22,	-0.06,	0.49,	0
0.22,	0.07,	0.49,	8,	0.22,	-0.07,	0.49,	0
0.22,	0.08,	0.49,	8,	0.22,	-0.08,	0.49,	0
0.22,	0.09,	0.49,	8,	0.22,	-0.09,	0.49,	0
0.22,	0.1,	0.49,	8,	0.22,	-0.1,	0.49,	0
0.22,	0.11,	0.49,	8,	0.22,	-0.11,	0.49,	0
0.22,	0.12,	0.49,	8,	0.22,	-0.12,	0.49,	0
0.22,	0.13,	0.49,	8,	0.22,	-0.13,	0.49,	0
0.22,	0.14,	0.49,	8,	0.22,	-0.14,	0.49,	0
0.22,	0.15,	0.49,	8,	0.22,	-0.15,	0.49,	0
0.22,	0.16,	0.49,	8,	0.22,	-0.16,	0.49,	0
0.22,	0.17,	0.49,	8,	0.22,	-0.17,	0.49,	0
0.22,	0.18,	0.49,	8,	0.22,	-0.18,	0.49,	0
0.22,	0.19,	0.49,	8,	0.22,	-0.19,	0.49,	0
0.22,	0.2,	0.49,	8,	0.22,	-0.2,	0.49,	0
0.22,	0.21,	0.49,	8,	0.22,	-0.21,	0.49,	0
0.22,	0.22,	0.49,	8,	0.22,	-0.22,	0.49,	0
0.22,	0.23,	0.49,	8,	0.22,	-0.23,	0.49,	0
0.22,	0.24,	0.49,	8,	0.22,	-0.24,	0.49,	0
0.22,	0.25,	0.49,	8,	0.22,	-0.25,	0.49,	0
0.22,	0.26,	0.49,	8,	0.22,	-0.26,	0.49,	0
0.22,	0.27,	0.49,	8,	0.22,	-0.27,	0.49,	0
0.22,	0.28,	0.49,	8,	0.22,	-0.28,	0.49,	0
0.22,	0.29,	0.49,	8,	0.22,	-0.29,	0.49,	0
0.22,	0.3,	0.49,	8,	0.22,	-0.3,	0.49,	0
0.22,	0.31,	0.49,	8,	0.22,	-0.31,	0.49,	0
0.22,	0.32,	0.49,	8,	0.22,	-0.32,	0.49,	0
0.22,	0.33,	0.49,	8,	0.22,	-0.33,	0.49,	0
0.22,	0.34,	0.49,	8,	0.22,	-0.34,	0.49,	0
0.22,	0.35,	0.49,	8,	0.22,	-0.35,	0.49,	0
0.22,	0.36,	0.49,	8,	0.22,	-0.36,	0.49,	0
0.22,	0.37,	0.49,	8,	0.22,	-0.37,	0.49,	0
0.22,	0.38,	0.49,	8,	0.22,	-0.38,	0.49,	0
0.22,	0.39,	0.49,	8,	0.22,	-0.39,	0.49,	0
0.22,	0.4,	0.49,	8,	0.22,	-0.4,	0.49,	0
0.22,	0.41,	0.49,	8,	0.22,	-0.41,	0.49,	0
0.22,	0.42,	0.49,	8,	0.22,	-0.42,	0.49,	0
0.22,	0.43,	0.49,	8,	0.22,	-0.43,	0.49,	0
0.22,	0.44,	0.49,	8,	0.22,	-0.44,	0.49,	0
0.22,	0.45,	0.49,	8,	0.22,	-0.45,	0.49,	0
0.22,	0.46,	0.49,	8,	0.22,	-0.46,	0.49,	0
0.22,	0.47,	0.49,	8,	0.22,	-0.47,	0.49,	0
0.22,	0.48,	0.49,	8,	0.22,	-0.48,	0.49,	0
0.22,	0.49,	0.49,	8,	0.22,	-0.49,	0.49,	0
0.23,	0.05,	0.05,	7.84227,	0.17586,	-0.257225,	0.0960679,	5.50037e-07
0.23,	0.06,	0.05,	8.16336,	0.175086,	-0.247088,	0.159981,	1.06712e-07
0.23,	0.07,	0.05,	8.54273,	0.162873,	-0.241035,	0.241051,	9.1871e-07
0.23,	0.08,	0.05,	8.00001,	0.158299,	-0.302655,	0.116703,	5.18276e-07
0.23,	0.09,	0.05,	7.8658,	0.159112,	-0.30123,	0.0930978,	5.36233e-07
0.23,	0.1,	0.05,	7.93908,	0.159815,	-0.299827,	0.104946,	5.00803e-07
0.23,	0.11,	0.05,	7.15869,	0.185998,	-0.186008,	0.0715427,	1.70891e-06
0.23,	0.12,	0.05,	7.21581,	0.175303,	-0.228849,	0.0500046,	5.10545e-07
0.23,	0.13,	0.05,	7.91098,	0.182941,	-0.235682,	0.113731,	1.18086e-06
0.23,	0.14,	0.05,	8.02367,	0.173804,	-0.262299,	0.123478,	3.32343e-07
0.23,	0.15,	0.05,	8.04808,	0.184019,	-0.226683,	0.141516,	9.32926e-08
0.23,	0.16,	0.05,	38.6154,	0.771093,	-1.14382,	1.23198,	0
0.23,	0.17,	0.05,	8.09629,	0.187299,	-0.200335,	0.169074,	1.99332e-07
0.23,	0.18,	0.05,	7.80354,	0.191816,	-0.199963,	0.118858,	2.25963e-06
0.23,	0.19,	0.05,	7.9962,	0.18422,	-0.229135,	0.130561,	2.52818e-07
0.23,	0.2,	0.05,	8.11727,	0.186418,	-0.17508,	0.199506,	4.87019e-07
0.23,	0.21,	0.05,	8.14314,	0.185287,	-0.19081,	0.190389,	9.36457e-08
0.23,	0.22,	0.05,	8,	0.23,	-0.22,	0.05,	0.363406
0.23,	0.23,	0.05,	8,	0.23,	-0.23,	0.05,	0.42148
0.23,	0.24,	0.05,	8,	0.23,	-0.24,	0.05,	0.480671
0.23,	0.25,	0.05,	8,	0.23,	-0.25,	0.05,	0.539589
0.23,	0.26,	0.05,	8,	0.23,	-0.26,	0.05,	0.596807
0.23,	0.27,	0.05,	7.80845,	0.196556,	-0.160385,	0.151379,	5.0999e-07
0.23,	0.28,	0.05,	8,	0.23,	-0.28,	0.05,	0.701961
0.23,	0.29,	0.05,	8,	0.23,	-0.29,	0.05,	0.748855
0.23,	0.3,	0.05,	8.66287,	0.235739,	-0.219484,	0.172749,	0.60989
0.23,	0.31,	0.05,	8.29042,	0.158438,	-0.230797,	0.245689,	2.59165e-07
0.23,	0.32,	0.05,	8.2836,	0.159938,	-0.218192,	0.252349,	1.73416e-07
0.23,	0.33,	0.05,	8.45417,	0.181799,	-0.25645,	0.236471,	0.519785
0.23,	0.34,	0.05,	8,	0.23,	-0.34,	0.05,	0.923019
0.23,	0.35,	0.05,	8,	0.23,	-0.35,	0.05,	0.945255
0.23,	0.36,	0.05,	8,	0.23,	-0.36,	0.05,	0.963249
0.23,	0.37,	0.05,	8,	0.23,	-0.37,	0.05,	0.977256
0.23,	0.38,	0.05,	8,	0.23,	-0.38,	0.05,	0.987644
0.23,	0.39,	0.05,	8,	0.23,	-0.39,	0.05,	0.994799
0.23,	0.4,	0.05,	8,	0.23,	-0.4,	0.05,	0.999038
0.23,	0.41,	0.05,	8,	0.23,	-0.41,	0.05,	1.00057
0.23,	0.42,	0.05,	8,	0.23,	-0.42,	0.05,	0
0.23,	0.43,	0.05,	8,	0.23,	-0.43,	0.05,	0
0.23,	0.44,	0.05,	8,	0.23,	-0.44,	0.05,	0
0.23,	0.45,	0.05,	8,	0.23,	-0.45,	0.05,	0
0.23,	0.46,	0.05,	8,	0.23,	-0.46,	0.05,	0
0.23,	0.47,	0.05,	8,	0.23,	-0.47,	0.05,	0
0.23,	0.48,	0.05,	8,	0.23,	-0.48,	0.05,	0
0.23,	0.49,	0.05,	8,	0.23,	-0.49,	0.05,	0
0.23,	0.05,	0.06,	7.42889,	0.171587,	-0.252963,	0.0550216,	1.50655e-06
0.23,	0.06,	0.06,	8.57906,	0.163662,	-0.241217,	0.241217,	4.89766e-07
0.23,	0.07,	0.06,	8.02605,	0.160467,	-0.296894,	0.121429,	8.44762e-08
0.23,	0.08,	0.06,	7.86679,	0.174099,	-0.262577,	0.097912,	4.81942e-07
0.23,	0.09,	0.06,	8.0028,	0.177558,	-0.251702,	0.122551,	3.8716e-07
0.23,	0.1,	0.06,	7.74181,	0.196764,	-0.164647,	0.138531,	4.0067e-06
0.23,	0.11,	0.06,	6.71571,	0.170515,	-0.20447,	0.036953,	8.89523e-07
0.23,	0.12,	0.06,	7.71113,	0.18662,	-0.219536,	0.0962088,	6.49242e-07
0.23,	0.13,	0.06,	7.9853,	0.180599,	-0.242423,	0.122789,	1.87968e-07
0.23,	0.14,	0.06,	8.22433,	0.172853,	-0.240756,	0.183003,	1.84142e-07
0.23,	0.15,	0.06,	8,	0.23,	-0.15,	0.06,	0.0745048
0.23,	0.16,	0.06,	8.02436,	0.190743,	-0.191003,	0.1606,	3.9724e-07
0.23,	0.17,	0.06,	8.08038,	0.188551,	-0.194014,	0.170396,	1.19389e-06
0.23,	0.18,	0.06,	8.05652,	0.1777,	-0.249021,	0.133677,	2.6736e-07
0.23,	0.19,	0.06,	7.99118,	0.192399,	-0.162079,	0.181589,	5.51809e-07
0.23,	0.2,	0.06,	8.13105,	0.185887,	-0.181355,	0.19659,	3.81462e-07
0.23,	0.21,	0.06,	8,	0.23,	-0.21,	0.06,	0.330363
0.23,	0.22,	0.06,	8,	0.23,	-0.22,	0.06,	0.387301
0.23,	0.23,	0.06,	8,	0.23,	-0.23,	0.06,	0.446065
0.23,	0.24,	0.06,	8,	0.23,	-0.24,	0.06,	0.5054
0.23,	0.25,	0.06,	8,	0.23,	-0.25,	0.06,	0.563851
0.23,	0.26,	0.06,	8.05673,	0.18981,	-0.189563,	0.168728,	2.12032e-06
0.23,	0.27,	0.06,	8,	0.23,	-0.27,	0.06,	0.673105
0.23,	0.28,	0.06,	8,	0.23,	-0.28,	0.06,	0.722406
0.23,	0.29,	0.06,	8,	0.23,	-0.29,	0.06,	0.767774
0.23,	0.3,	0.06,	8.48186,	0.161541,	-0.240773,	0.240774,	1.88676e-07
0.23,	0.31,	0.06,	8.18424,	0.161707,	-0.162992,	0.281939,	7.27331e-08
0.23,	0.32,	0.06,	8.43987,	0.175878,	-0.240703,	0.257716,	0.470456
0.23,	0.33,	0.06,	8,	0.23,	-0.33,	0.06,	0.908682
0.23,	0.34,	0.06,	8,	0.23,	-0.34,	0.06,	0.933193
0.23,	0.35,	0.06,	8,	0.23,	-0.35,	0.06,	0.953284
0.23,	0.36,	0.06,	8,	0.23,	-0.36,	0.06,	0.969157
0.23,	0.37,	0.06,	8,	0.23,	-0.37,	0.06,	0.981173
0.23,	0.38,	0.06,	8.16007,	0.126132,	-0.25096,	0.313454,	3.03733e-07
0.23,	0.39,	0.06,	8,	0.23,	-0.39,	0.06,	0.995269
0.23,	0.4,	0.06,	8,	0.23,	-0.4,	0.06,	0.99801
0.23,	0.41,	0.06,	8,	0.23,	-0.41,	0.06,	0.998135
0.23,	0.42,	0.06,	8,	0.23,	-0.42,	0.06,	0
0.23,	0.43,	0.06,	8,	0.23,	-0.43,	0.06,	0
0.23,	0.44,	0.06,	8,	0.23,	-0.44,	0.06,	0
0.23,	0.45,	0.06,	8,	0.23,	-0.45,	0.06,	0
0.23,	0.46,	0.06,	8,	0.23,	-0.46,	0.06,	0
0.23,	0.47,	0.06,	8,	0.23,	-0.47,	0.06,	0
0.23,	0.48,	0.06,	8,	0.23,	-0.48,	0.06,	0
0.23,	0.49,	0.06,	8,	0.23,	-0.49,	0.06,	0
0.23,	0.05,	0.07,	7.94217,	0.157787,	-0.304619,	0.105904,	3.43652e-07
0.23,	0.06,	0.07,	7.98424,	0.170674,	-0.271952,	0.114342,	7.8743e-08
0.23,	0.07,	0.07,	7.91248,	0.179154,	-0.247982,	0.10905,	1.22587e-06
0.23,	0.08,	0.07,	7.92078,	0.179398,	-0.247209,	0.110573,	3.45153e-07
0.23,	0.09,	0.07,	6.45539,	0.178528,	-0.12866,	0.0832432,	9.79111e-07
0.23,	0.1,	0.07,	6.40543,	0.166076,	-0.190383,	0.0337632,	2.2137e-06
0.23,	0.11,	0.07,	7.19401,	0.182777,	-0.202018,	0.0633735,	1.30574e-06
0.23,	0.12,	0.07,	8.18713,	0.175847,	-0.239618,	0.170011,	2.93932e-07
0.23,	0.13,	0.07,	8.13773,	0.180099,	-0.232149,	0.1591,	5.55487e-07
0.23,	0.14,	0.07,	8,	0.23,	-0.14,	0.07,	0.0648418
0.23,	0.15,	0.07,	8.01385,	0.190529,	-0.195486,	0.154932,	2.10889e-07
0.23,	0.16,	0.07,	8.01093,	0.177535,	-0.251531,	0.124072,	6.3939e-07
0.23,	0.17,	0.07,	7.2996,	0.194359,	-0.106767,	0.152522,	1.60721e-06
0.23,	0.18,	0.07,	8.07587,	0.187938,	-0.163275,	0.201612,	1.54441e-07
0.23,	0.19,	0.07,	8.13564,	0.18328,	-0.167141,	0.21696,	2.00916e-07
0.23,	0.2,	0.07,	8,	0.23,	-0.2,	0.07,	0.300928
0.23,	0.21,	0.07,	8,	0.23,	-0.21,	0.07,	0.356389
0.23,	0.22,	0.07,	8,	0.23,	-0.22,	0.07,	0.41424
0.23,	0.23,	0.07,	8,	0.23,	-0.23,	0.07,	0.4734
0.23,	0.24,	0.07,	7.91755,	0.194723,	-0.167204,	0.161975,	6.77907e-07
0.23,	0.25,	0.07,	8.19832,	0.187762,	-0.190576,	0.241836,	0.375183
0.23,	0.26,	0.07,	8,	0.23,	-0.26,	0.07,	0.644885
0.23,	0.27,	0.07,	8,	0.23,	-0.27,	0.07,	0.696277
0.23,	0.28,	0.07,	8,	0.23,	-0.28,	0.07,	0.743848
0.23,	0.29,	0.07,	8.26173,	0.168813,	-0.202229,	0.239112,	3.53337e-07
0.23,	0.3,	0.07,	8.17954,	0.160017,	-0.162178,	0.286518,	1.49134e-07
0.23,	0.31,	0.07,	8,	0.23,	-0.31,	0.07,	0.862563
0.23,	0.32,	0.07,	8,	0.23,	-0.32,	0.07,	0.893752
0.23,	0.33,	0.07,	8,	0.23,	-0.33,	0.07,	0.920466
0.23,	0.34,	0.07,	8,	0.23,	-0.34,	0.07,	0.942636
0.23,	0.35,	0.07,	8,	0.23,	-0.35,	0.07,	0.960397
0.23,	0.36,	0.07,	8,	0.23,	-0.36,	0.07,	0.974077
0.23,	0.37,	0.07,	8.56802,	0.173671,	-0.325727,	0.279057,	0.898141
0.23,	0.38,	0.07,	8.01168,	0.120419,	-0.191101,	0.363248,	1.91541e-07
0.23,	0.39,	0.07,	8,	0.23,	-0.39,	0.07,	0.994854
0.23,	0.4,	0.07,	8,	0.23,	-0.4,	0.07,	0.996133
0.23,	0.41,	0.07,	8,	0.23,	-0.41,	0.07,	0.99487
0.23,	0.42,	0.07,	8,	0.23,	-0.42,	0.07,	0.991083
0.23,	0.43,	0.07,	8,	0.23,	-0.43,	0.07,	0
0.23,	0.44,	0.07,	8,	0.23,	-0.44,	0.07,	0
0.23,	0.45,	0.07,	8,	0.23,	-0.45,	0.07,	0
0.23,	0.46,	0.07,	8,	0.23,	-0.46,	0.07,	0
0.23,	0.47,	0.07,	8,	0.23,	-0.47,	0.07,	0
0.23,	0.48,	0.07,	8,	0.23,	-0.48,	0.07,	0
0.23,	0.49,	0.07,	8,	0.23,	-0.49,	0.07,	0
0.23,	0.05,	0.08,	7.6071,	0.152542,	-0.310227,	0.0605789,	5.39099e-07
0.23,	0.06,	0.08,	7.71261,	0.15747,	-0.301913,	0.0725096,	1.9489e-07
0.23,	0.07,	0.08,	7.93959,	0.181331,	-0.240857,	0.115916,	5.55037e-07
0.23,	0.08,	0.08,	7.28613,	0.195203,	-0.139255,	0.117652,	6.62097e-07
0.23,	0.09,	0.08,	6.15083,	0.161619,	-0.180106,	0.0324927,	1.179e-06
0.23,	0.1,	0.08,	6.96093,	0.181535,	-0.185913,	0.0603879,	1.61881e-06
0.23,	0.11,	0.08,	7.89457,	0.189791,	-0.209009,	0.125495,	2.76968e-06
0.23,	0.12,	0.08,	8.10928,	0.182638,	-0.225615,	0.155389,	3.0397e-07
0.23,	0.13,	0.08,	8,	0.23,	-0.13,	0.08,	0.0595085
0.23,	0.14,	0.08,	8.01044,	0.190826,	-0.193695,	0.155665,	1.3779e-07
0.23,	0.15,	0.08,	8.05601,	0.190059,	-0.17201,	0.185703,	1.09869e-06
0.23,	0.16,	0.08,	7.03373,	0.167636,	-0.239136,	0.0343197,	1.12102e-06
0.23,	0.17,	0.08,	8.16601,	0.18337,	-0.200875,	0.18824,	5.39993e-07
0.23,	0.18,	0.08,	8.08092,	0.183168,	-0.148166,	0.227055,	4.14009e-07
0.23,	0.19,	0.08,	8,	0.23,	-0.19,	0.08,	0.275382
0.23,	0.2,	0.08,	8,	0.23,	-0.2,	0.08,	0.329137
0.23,	0.21,	0.08,	8,	0.23,	-0.21,	0.08,	0.385712
0.23,	0.22,	0.08,	8,	0.23,	-0.22,	0.08,	0.444209
0.23,	0.23,	0.08,	7.46956,	0.126425,	-0.0580945,	0.366519,	2.55892e-07
0.23,	0.24,	0.08,	8,	0.23,	-0.24,	0.08,	0.561702
0.23,	0.25,	0.08,	8,	0.23,	-0.25,	0.08,	0.617909
0.23,	0.26,	0.08,	8,	0.23,	-0.26,	0.08,	0.671018
0.23,	0.27,	0.08,	8,	0.23,	-0.27,	0.08,	0.720492
0.23,	0.28,	0.08,	8.25197,	0.169173,	-0.194826,	0.24362,	3.00078e-07
0.23,	0.29,	0.08,	8.24738,	0.153092,	-0.199141,	0.284425,	1.73699e-07
0.23,	0.3,	0.08,	8,	0.23,	-0.3,	0.08,	0.845268
0.23,	0.31,	0.08,	8,	0.23,	-0.31,	0.08,	0.878537
0.23,	0.32,	0.08,	8,	0.23,	-0.32,	0.08,	0.907321
0.23,	0.33,	0.08,	8,	0.23,	-0.33,	0.08,	0.931489
0.23,	0.34,	0.08,	8,	0.23,	-0.34,	0.08,	0.951102
0.23,	0.35,	0.08,	8,	0.23,	-0.35,	0.08,	0.966443
0.23,	0.36,	0.08,	8.38323,	0.20591,	-0.332767,	0.199607,	0.941136
0.23,	0.37,	0.08,	8.53905,	0.169904,	-0.321454,	0.296076,	0.91437
0.23,	0.38,	0.08,	8,	0.23,	-0.38,	0.08,	0.99116
0.23,	0.39,	0.08,	8,	0.23,	-0.39,	0.08,	0.993555
0.23,	0.4,	0.08,	8,	0.23,	-0.4,	0.08,	0.9934
0.23,	0.41,	0.08,	8,	0.23,	-0.41,	0.08,	0.990757
0.23,	0.42,	0.08,	8,	0.23,	-0.42,	0.08,	0.985625
0.23,	0.43,	0.08,	8,	0.23,	-0.43,	0.08,	0
0.23,	0.44,	0.08,	8,	0.23,	-0.44,	0.08,	0
0.23,	0.45,	0.08,	8,	0.23,	-0.45,	0.08,	0
0.23,	0.46,	0.08,	8,	0.23,	-0.46,	0.08,	0
0.23,	0.47,	0.08,	8,	0.23,	-0.47,	0.08,	0
0.23,	0.48,	0.08,	8,	0.23,	-0.48,	0.08,	0
